Mean	Edge	Peak	median	beta	SINR	Fairness
-40.19	-50.65	-46.07	-30.16	0.07	13.00	0.76
-40.13	0.68	-56.03	-34.71	0.04	20.25	0.88
-40.07	-49.05	-46.48	-30.07	0.07	13.25	0.78
-40.04	-46.65	-46.95	-31.91	0.07	13.50	0.78
-39.96	-52.00	-43.23	-28.68	0.07	12.75	0.75
-39.91	8.10	-53.24	-38.46	0.04	22.00	0.85
-39.85	-41.55	-48.95	-31.93	0.07	14.50	0.81
-39.56	-47.12	-47.40	-30.82	0.07	14.00	0.80
-39.51	-20.96	-51.37	-32.55	0.07	15.50	0.84
-39.50	-32.14	-49.42	-31.24	0.07	15.25	0.84
-39.49	-40.32	-47.86	-31.90	0.07	14.75	0.81
-39.40	-34.49	-49.30	-32.26	0.07	15.00	0.82
-39.14	-42.57	-45.73	-30.03	0.07	14.25	0.80
-39.11	-20.81	-52.03	-31.74	0.07	15.75	0.85
-39.09	-47.15	-42.99	-32.61	0.10	11.00	0.74
-38.79	-6.10	-54.02	-32.99	0.07	17.00	0.86
-38.54	-48.80	-39.31	-31.25	0.10	10.75	0.74
-38.50	-7.53	-53.09	-32.74	0.07	16.25	0.85
-38.34	-38.24	-45.23	-30.24	0.10	11.50	0.80
-38.27	-21.54	-50.20	-33.58	0.07	16.00	0.84
-38.22	-4.70	-52.44	-33.47	0.07	16.75	0.86
-38.17	2.48	-51.76	-34.74	0.07	18.00	0.83
-38.16	-42.40	-43.65	-30.19	0.10	11.25	0.76
-38.14	-3.20	-50.63	-30.93	0.07	16.50	0.85
-38.13	3.03	-51.74	-33.12	0.07	17.75	0.84
-37.99	-29.51	-47.04	-31.82	0.10	12.75	0.82
-37.97	-4.25	-53.82	-32.04	0.07	17.25	0.84
-37.92	-31.69	-45.38	-29.82	0.10	12.00	0.81
-37.64	-28.01	-47.79	-29.90	0.10	12.50	0.82
-37.62	5.90	-51.39	-32.99	0.07	18.25	0.83
-37.61	-22.96	-48.35	-30.88	0.10	13.25	0.84
-37.60	-34.04	-44.02	-30.82	0.10	11.75	0.80
-37.52	-2.93	-53.87	-32.16	0.07	17.50	0.83
-37.52	9.85	-53.31	-32.99	0.07	18.50	0.84
-37.45	-28.86	-44.60	-29.88	0.10	12.25	0.81
-37.39	3.70	-50.56	-33.65	0.07	19.50	0.81
-37.29	-20.51	-47.36	-29.99	0.10	13.50	0.84
-37.28	-21.81	-49.49	-30.07	0.10	14.00	0.85
-37.19	2.80	-48.28	-34.13	0.07	19.75	0.80
-37.15	7.85	-50.52	-33.69	0.07	18.75	0.83
-37.10	5.05	-51.74	-33.40	0.07	19.25	0.81
-37.10	2.65	-48.73	-36.32	0.07	20.50	0.75
-37.09	2.90	-46.60	-38.09	0.07	21.00	0.74
-37.04	-20.31	-46.20	-29.90	0.10	13.75	0.85
-37.03	6.68	-50.50	-32.94	0.07	19.00	0.83
-36.98	-11.76	-50.05	-31.90	0.10	14.50	0.86
-36.96	-26.56	-47.62	-29.90	0.10	13.00	0.82
-36.87	-38.32	-37.32	-32.82	0.13	9.75	0.74
-36.80	-11.98	-47.24	-30.79	0.10	15.00	0.86
-36.77	-34.49	-40.28	-29.85	0.13	10.25	0.77
-36.75	-11.91	-48.75	-30.16	0.10	14.75	0.87
-36.71	-15.63	-46.69	-29.99	0.10	14.25	0.85
-36.71	5.10	-51.60	-33.30	0.07	20.00	0.81
-36.66	2.80	-49.51	-34.54	0.07	20.25	0.78
-36.66	-31.79	-40.53	-28.43	0.13	10.50	0.79
-36.64	8.10	-49.64	-30.78	0.10	15.75	0.88
-36.62	-37.02	-37.74	-29.87	0.13	10.00	0.76
-36.39	0.90	-48.82	-31.51	0.10	15.25	0.87
-36.35	3.63	-49.92	-31.74	0.10	16.00	0.87
-36.20	-27.14	-39.50	-29.99	0.13	10.75	0.78
-36.12	-26.04	-44.25	-29.02	0.13	11.00	0.81
-36.08	-0.33	-50.43	-30.07	0.10	15.50	0.87
-36.01	-22.71	-46.56	-30.16	0.13	11.25	0.83
-35.72	5.90	-50.37	-31.94	0.10	16.25	0.82
-35.69	-17.88	-46.46	-28.40	0.13	11.50	0.84
-35.50	-26.59	-36.94	-31.96	0.16	9.00	0.77
-35.50	-33.02	-37.68	-30.99	0.16	8.75	0.76
-35.49	-12.41	-46.11	-29.90	0.13	11.75	0.85
-35.44	-27.24	-39.95	-30.07	0.16	9.50	0.78
-35.33	-33.77	-37.32	-31.39	0.16	8.50	0.75
-35.29	10.11	-49.10	-32.32	0.10	16.50	0.83
-35.25	10.93	-48.38	-32.65	0.10	16.75	0.82
-35.23	-29.94	-37.35	-30.71	0.16	9.25	0.77
-35.23	-9.68	-49.17	-27.32	0.13	12.25	0.86
-35.16	-8.60	-48.32	-27.87	0.13	12.00	0.86
-34.98	-22.04	-41.78	-28.73	0.16	9.75	0.80
-34.89	-22.11	-42.82	-27.99	0.16	10.00	0.81
-34.88	-7.00	-47.53	-27.07	0.13	12.50	0.87
-34.79	-4.48	-47.12	-27.15	0.13	12.75	0.86
-34.55	12.96	-47.85	-31.52	0.10	17.00	0.82
-34.52	6.88	-47.95	-32.03	0.10	17.25	0.77
-34.51	-32.52	-38.31	-29.90	0.19	7.75	0.77
-34.40	-1.53	-48.36	-27.96	0.13	13.50	0.87
-34.33	-1.60	-48.54	-29.28	0.13	13.25	0.87
-34.32	-34.04	-36.08	-33.37	0.19	7.50	0.75
-34.30	-3.75	-47.28	-28.13	0.13	13.00	0.86
-34.28	7.70	-48.91	-31.11	0.10	17.50	0.77
-34.28	3.43	-51.47	-29.02	0.13	14.25	0.88
-34.13	4.73	-47.28	-32.74	0.10	18.25	0.74
-34.13	2.75	-49.84	-29.11	0.13	14.00	0.87
-34.07	8.03	-46.54	-32.74	0.10	17.75	0.76
-34.07	0.85	-50.60	-29.82	0.13	13.75	0.88
-34.07	-23.71	-39.52	-28.00	0.19	8.25	0.79
-33.99	10.31	-48.73	-31.82	0.10	18.00	0.76
-33.96	-26.49	-39.65	-27.24	0.19	8.00	0.79
-33.86	10.53	-47.79	-33.61	0.10	18.75	0.75
-33.82	-21.76	-42.96	-27.07	0.16	10.25	0.82
-33.74	10.73	-51.69	-28.14	0.13	15.25	0.88
-33.73	-13.68	-45.43	-27.32	0.16	10.75	0.85
-33.71	5.08	-45.98	-33.39	0.10	18.50	0.75
-33.65	-15.88	-44.84	-27.87	0.16	10.50	0.84
-33.43	10.83	-48.96	-27.24	0.13	15.00	0.87
-33.43	13.66	-49.11	-27.61	0.13	14.50	0.89
-33.42	-9.93	-44.86	-26.91	0.16	11.00	0.85
-33.30	10.08	-50.87	-28.41	0.13	15.50	0.86
-33.28	-7.58	-47.04	-26.08	0.16	11.25	0.86
-33.23	12.73	-47.29	-27.15	0.13	14.75	0.88
-33.21	3.38	-48.97	-27.07	0.16	11.50	0.88
-33.06	10.31	-50.16	-27.07	0.16	11.75	0.89
-33.04	-32.17	-36.11	-31.00	0.22	6.75	0.74
-33.01	12.63	-46.25	-30.04	0.13	16.00	0.84
-32.84	14.86	-47.36	-28.94	0.13	15.75	0.85
-32.81	-17.26	-41.14	-26.44	0.19	9.00	0.81
-32.70	-22.19	-38.36	-27.60	0.19	8.50	0.80
-32.61	12.03	-48.62	-27.68	0.16	12.25	0.89
-32.59	12.41	-48.74	-27.24	0.16	12.00	0.88
-32.51	13.18	-48.66	-30.05	0.13	16.25	0.77
-32.37	-15.11	-42.15	-25.33	0.19	9.50	0.82
-32.36	13.33	-48.71	-27.54	0.16	12.50	0.89
-32.34	-27.89	-37.18	-28.68	0.22	7.00	0.76
-32.29	-20.36	-39.54	-26.01	0.19	8.75	0.80
-32.28	-12.78	-39.86	-25.50	0.19	9.25	0.82
-32.25	11.01	-47.39	-27.03	0.16	12.75	0.89
-32.17	17.81	-45.25	-29.94	0.13	16.50	0.77
-31.91	-25.86	-37.32	-27.07	0.22	7.25	0.78
-31.82	9.03	-44.94	-29.80	0.13	17.00	0.76
-31.81	18.26	-47.31	-26.07	0.16	13.50	0.89
-31.80	-11.61	-42.85	-24.23	0.19	9.75	0.84
-31.72	-23.39	-39.62	-28.12	0.22	7.50	0.79
-31.69	15.93	-49.62	-26.42	0.16	13.00	0.89
-31.67	13.33	-43.99	-31.48	0.13	16.75	0.76
-31.61	-5.68	-44.32	-24.29	0.19	10.00	0.85
-31.53	-2.23	-44.39	-23.90	0.19	10.25	0.86
-31.51	-28.19	-30.67	-32.82	0.25	6.00	0.74
-31.37	-15.13	-41.03	-26.69	0.22	7.75	0.81
-31.35	21.41	-47.05	-27.04	0.16	13.25	0.89
-31.30	-26.74	-32.51	-31.53	0.25	6.25	0.75
-31.25	3.15	-44.93	-24.27	0.19	10.50	0.87
-31.07	17.63	-46.17	-27.06	0.16	14.00	0.88
-30.95	23.04	-48.12	-27.22	0.16	13.75	0.88
-30.76	18.03	-47.12	-27.07	0.16	14.75	0.88
-30.76	19.81	-46.45	-26.37	0.16	15.00	0.86
-30.75	8.35	-46.20	-23.57	0.19	11.00	0.87
-30.74	20.36	-46.08	-27.07	0.16	14.25	0.88
-30.69	-11.08	-40.67	-26.10	0.22	8.25	0.83
-30.58	-24.99	-32.32	-28.31	0.25	6.50	0.77
-30.55	6.60	-45.06	-24.26	0.19	10.75	0.87
-30.50	18.81	-46.14	-26.71	0.16	14.50	0.88
-30.49	-12.81	-40.50	-26.96	0.22	8.00	0.82
-30.30	23.64	-48.46	-24.40	0.19	11.75	0.89
-30.29	15.91	-46.14	-26.43	0.16	15.25	0.86
-30.24	11.58	-46.66	-25.07	0.16	15.50	0.83
-30.22	11.68	-45.72	-23.57	0.19	11.25	0.88
-30.13	-7.30	-39.53	-22.96	0.22	8.50	0.84
-30.12	-2.85	-42.79	-22.30	0.22	9.00	0.85
-30.07	-20.19	-36.14	-27.01	0.25	6.75	0.79
-29.92	-6.95	-42.11	-24.57	0.22	8.75	0.85
-29.84	-17.28	-35.07	-24.40	0.25	7.00	0.79
-29.79	-27.16	-31.75	-28.33	0.28	5.75	0.76
-29.72	16.66	-42.76	-27.07	0.16	15.75	0.81
-29.67	15.16	-39.56	-27.43	0.16	16.00	0.79
-29.64	27.21	-47.34	-24.23	0.19	12.25	0.90
-29.60	25.54	-47.01	-24.11	0.19	12.00	0.90
-29.53	21.11	-46.07	-23.80	0.19	11.50	0.88
-29.51	-2.20	-42.29	-23.29	0.22	9.25	0.86
-29.35	27.51	-46.30	-23.93	0.19	12.50	0.90
-29.30	-19.78	-34.09	-25.98	0.28	6.00	0.79
-29.27	-1.30	-41.90	-22.35	0.22	9.50	0.86
-29.24	25.09	-46.21	-23.86	0.19	12.75	0.89
-29.22	-12.28	-37.22	-24.40	0.25	7.25	0.82
-29.21	-10.56	-36.11	-22.40	0.25	7.50	0.82
-28.85	4.85	-42.72	-21.74	0.22	10.00	0.87
-28.83	24.54	-44.02	-24.10	0.19	13.00	0.88
-28.79	25.91	-45.19	-24.45	0.19	13.50	0.88
-28.77	-17.38	-34.11	-24.30	0.28	6.25	0.80
-28.70	3.05	-43.18	-21.66	0.22	9.75	0.87
-28.68	-3.50	-37.71	-21.90	0.25	7.75	0.84
-28.50	-5.40	-40.91	-22.34	0.25	8.00	0.85
-28.49	26.99	-44.97	-24.10	0.19	13.25	0.89
-28.48	15.21	-42.80	-23.32	0.22	10.25	0.88
-28.45	22.21	-44.35	-23.39	0.19	13.75	0.87
-28.44	22.86	-41.87	-24.23	0.19	14.00	0.87
-28.39	1.83	-40.02	-23.24	0.25	8.25	0.86
-28.37	-12.18	-37.28	-23.15	0.28	6.75	0.82
-28.37	22.51	-43.42	-24.15	0.22	10.50	0.88
-28.21	23.11	-42.85	-24.57	0.22	10.75	0.88
-28.19	-12.86	-33.80	-23.80	0.28	6.50	0.82
-28.03	12.38	-40.54	-24.32	0.19	15.25	0.81
-27.98	29.14	-43.91	-23.12	0.22	11.00	0.88
-27.90	25.54	-44.74	-23.34	0.22	11.25	0.88
-27.88	18.03	-43.92	-24.62	0.19	14.50	0.85
-27.83	22.81	-42.28	-22.99	0.19	14.25	0.86
-27.81	-7.88	-39.55	-22.51	0.28	7.00	0.84
-27.80	-23.24	-27.25	-27.24	0.31	5.25	0.74
-27.63	10.96	-39.64	-22.31	0.25	8.50	0.86
-27.51	-19.51	-30.83	-25.03	0.31	5.50	0.77
-27.40	11.51	-38.31	-27.15	0.19	15.50	0.77
-27.38	10.63	-40.95	-21.57	0.25	8.75	0.86
-27.35	13.01	-43.11	-21.57	0.25	9.00	0.88
-27.32	17.41	-42.68	-21.83	0.25	9.50	0.88
-27.22	18.03	-39.56	-24.39	0.19	14.75	0.84
-27.21	6.33	-41.34	-20.43	0.28	7.50	0.87
-27.20	16.83	-43.26	-21.12	0.25	9.25	0.88
-27.20	29.51	-43.15	-22.29	0.22	12.00	0.88
-27.12	25.31	-44.19	-21.49	0.22	11.50	0.88
-27.09	16.21	-42.51	-24.31	0.19	15.00	0.82
-27.06	26.59	-43.99	-21.40	0.22	11.75	0.88
-27.04	-14.61	-28.42	-25.94	0.31	5.75	0.78
-27.03	-2.78	-39.90	-21.40	0.28	7.25	0.85
-26.90	-22.36	-30.36	-26.18	0.34	4.75	0.76
-26.88	-3.65	-37.08	-23.50	0.31	6.00	0.82
-26.82	7.50	-33.95	-27.07	0.19	15.75	0.74
-26.65	27.74	-43.89	-21.53	0.22	12.25	0.88
-26.63	-3.13	-38.39	-22.21	0.31	6.25	0.83
-26.61	-21.01	-28.43	-25.67	0.34	5.00	0.77
-26.54	27.96	-45.00	-20.32	0.22	12.50	0.88
-26.47	25.54	-41.71	-22.47	0.22	12.75	0.87
-26.47	9.23	-40.67	-20.12	0.28	7.75	0.87
-26.24	21.51	-42.64	-18.91	0.25	9.75	0.89
-26.01	27.84	-42.06	-20.15	0.25	10.00	0.88
-25.94	11.78	-43.90	-18.57	0.28	8.00	0.88
-25.86	20.39	-44.53	-18.18	0.28	8.25	0.89
-25.85	27.01	-39.53	-21.13	0.22	13.00	0.86
-25.79	4.45	-37.96	-20.50	0.31	6.75	0.85
-25.72	-19.13	-29.96	-23.20	0.34	5.25	0.77
-25.69	0.78	-35.20	-20.59	0.31	6.50	0.84
-25.58	23.11	-39.50	-19.68	0.22	13.50	0.86
-25.55	32.17	-42.06	-20.81	0.25	10.25	0.88
-25.50	-16.13	-31.33	-24.15	0.40	4.00	0.74
-25.47	29.76	-41.71	-21.36	0.25	10.75	0.87
-25.46	27.71	-40.09	-20.86	0.25	10.50	0.87
-25.46	18.48	-37.32	-21.40	0.22	13.75	0.84
-25.44	-12.08	-32.66	-24.89	0.37	4.75	0.79
-25.43	-17.73	-29.10	-24.71	0.37	4.50	0.75
-25.41	-8.53	-31.18	-21.55	0.34	5.50	0.79
-25.37	27.96	-40.29	-20.52	0.25	11.00	0.87
-25.34	23.56	-39.85	-20.07	0.22	13.25	0.86
-25.30	10.31	-33.96	-22.26	0.22	14.25	0.82
-25.23	21.76	-41.05	-18.71	0.28	8.50	0.89
-25.21	-3.03	-32.48	-21.46	0.34	5.75	0.81
-25.00	23.51	-42.53	-18.58	0.28	9.00	0.88
-24.99	20.36	-37.07	-21.32	0.22	14.00	0.84
-24.96	27.34	-41.98	-20.99	0.25	11.25	0.87
-24.91	21.34	-40.96	-17.48	0.28	8.75	0.88
-24.89	10.11	-38.27	-20.29	0.31	7.00	0.85
-24.87	6.63	-39.43	-18.48	0.34	6.00	0.84
-24.81	13.33	-39.53	-17.55	0.31	7.25	0.86
-24.73	-10.61	-32.64	-21.57	0.37	5.00	0.79
-24.65	14.58	-40.37	-18.94	0.31	7.50	0.87
-24.63	21.44	-41.64	-18.74	0.28	9.50	0.88
-24.55	14.66	-32.82	-19.83	0.22	14.50	0.82
-24.54	6.88	-37.81	-17.96	0.34	6.25	0.85
-24.53	27.79	-41.81	-19.48	0.28	9.25	0.88
-24.52	3.03	-33.30	-24.36	0.22	15.25	0.76
-24.51	-17.93	-31.52	-21.86	0.43	3.50	0.74
-24.47	3.03	-32.93	-24.23	0.22	15.00	0.77
-24.43	12.78	-32.29	-20.88	0.22	14.75	0.81
-24.39	26.01	-40.46	-20.08	0.25	11.50	0.87
-24.38	-5.73	-31.86	-21.66	0.37	5.25	0.80
-24.24	-15.91	-32.82	-23.26	0.40	4.25	0.76
-24.14	25.34	-40.75	-18.65	0.31	7.75	0.88
-24.04	10.51	-38.27	-18.05	0.34	6.50	0.86
-24.03	29.71	-42.45	-17.02	0.28	9.75	0.89
-23.81	-11.58	-32.60	-21.37	0.43	3.75	0.75
-23.79	27.51	-40.82	-17.48	0.28	10.00	0.88
-23.76	-5.18	-32.82	-18.66	0.37	5.50	0.82
-23.66	20.91	-41.36	-18.65	0.25	11.75	0.87
-23.61	-8.48	-35.07	-21.33	0.43	4.00	0.79
-23.49	24.51	-38.71	-20.61	0.25	12.25	0.86
-23.48	12.31	-38.68	-18.05	0.34	6.75	0.86
-23.48	3.63	-34.13	-18.74	0.37	5.75	0.83
-23.34	-13.11	-34.99	-20.05	0.40	4.50	0.77
-23.31	25.46	-37.63	-18.67	0.31	8.00	0.87
-23.27	-5.08	-33.38	-19.76	0.40	4.75	0.81
-23.23	33.04	-40.57	-18.54	0.28	10.25	0.87
-23.22	30.67	-38.79	-18.74	0.31	8.25	0.88
-23.18	24.99	-39.02	-20.20	0.25	12.75	0.85
-23.14	23.34	-39.27	-20.37	0.25	12.50	0.85
-23.11	22.29	-38.29	-19.33	0.25	12.00	0.86
-22.89	27.59	-38.46	-18.65	0.28	11.00	0.86
-22.85	33.27	-37.57	-16.87	0.31	8.75	0.88
-22.78	10.13	-38.40	-16.35	0.37	6.00	0.86
-22.77	25.69	-39.50	-17.59	0.28	10.75	0.86
-22.75	16.21	-39.53	-15.54	0.34	7.00	0.86
-22.71	34.27	-39.58	-17.99	0.31	8.50	0.88
-22.69	14.78	-35.10	-18.57	0.25	13.00	0.84
-22.67	19.16	-35.22	-19.44	0.25	13.25	0.83
-22.57	-6.70	-34.66	-17.15	0.43	4.25	0.80
-22.54	27.04	-39.29	-18.45	0.28	10.50	0.86
-22.52	-6.73	-32.83	-17.96	0.40	5.00	0.81
-22.47	17.81	-32.20	-20.48	0.25	13.50	0.82
-22.44	6.78	-35.02	-17.48	0.40	5.50	0.85
-22.40	-7.93	-32.85	-21.20	0.46	3.75	0.77
-22.40	20.96	-36.21	-19.71	0.28	11.25	0.84
-22.37	2.38	-34.25	-16.49	0.40	5.25	0.83
-22.37	28.44	-40.57	-16.07	0.34	7.50	0.88
-22.23	34.09	-39.78	-17.52	0.31	9.50	0.88
-22.17	-9.98	-30.98	-20.51	0.46	3.50	0.76
-22.13	35.22	-37.51	-16.96	0.31	9.00	0.88
-22.10	10.31	-27.81	-21.42	0.25	14.00	0.79
-22.09	30.34	-38.32	-17.39	0.31	9.25	0.88
-22.01	28.56	-41.56	-15.84	0.34	7.75	0.88
-21.95	9.55	-26.26	-24.11	0.25	14.50	0.77
-21.83	16.18	-36.31	-15.99	0.37	6.25	0.86
-21.83	22.71	-39.46	-16.75	0.34	7.25	0.87
-21.80	10.91	-30.62	-20.38	0.25	13.75	0.80
-21.77	8.03	-23.38	-24.23	0.25	14.75	0.76
-21.73	18.11	-37.03	-18.34	0.28	11.50	0.85
-21.72	30.37	-38.51	-15.82	0.31	9.75	0.88
-21.52	7.23	-27.97	-21.46	0.25	14.25	0.78
-21.52	-1.63	-31.88	-16.78	0.43	4.50	0.80
-21.42	21.86	-37.03	-15.56	0.37	6.50	0.87
-21.19	32.62	-39.46	-15.76	0.34	8.25	0.87
-21.17	25.09	-38.16	-14.07	0.37	6.75	0.87
-21.17	11.81	-36.14	-15.99	0.40	5.75	0.86
-21.07	28.69	-38.36	-15.82	0.34	8.00	0.87
-21.00	5.88	-34.28	-15.99	0.43	4.75	0.83
-20.99	26.66	-38.12	-15.90	0.31	10.00	0.86
-20.90	-0.88	-31.39	-16.86	0.46	4.00	0.80
-20.72	25.54	-37.25	-17.70	0.31	10.25	0.86
-20.70	17.36	-32.04	-19.54	0.28	11.75	0.83
-20.61	11.43	-33.35	-17.59	0.43	5.00	0.83
-20.60	13.41	-33.46	-18.63	0.28	12.00	0.83
-20.46	10.31	-30.83	-18.91	0.28	12.75	0.81
-20.36	10.93	-32.26	-18.47	0.43	5.25	0.84
-20.14	20.69	-35.17	-13.70	0.37	7.00	0.86
-20.08	-1.40	-32.97	-16.61	0.46	4.25	0.81
-20.07	16.51	-35.04	-16.07	0.43	5.50	0.85
-20.05	17.81	-34.03	-18.74	0.28	12.25	0.83
-20.02	14.98	-32.02	-18.34	0.28	12.50	0.82
-19.97	26.16	-35.08	-15.81	0.31	10.50	0.85
-19.95	36.02	-38.20	-14.31	0.34	8.50	0.87
-19.95	28.66	-35.74	-14.80	0.40	6.00	0.86
-19.95	30.54	-36.74	-15.36	0.37	7.25	0.87
-19.83	10.08	-30.45	-18.82	0.28	13.00	0.79
-19.77	37.49	-36.69	-13.93	0.34	8.75	0.87
-19.76	24.49	-35.83	-14.08	0.40	6.25	0.87
-19.74	30.69	-34.80	-12.98	0.34	9.25	0.87
-19.74	-3.85	-32.18	-15.56	0.49	3.50	0.79
-19.64	10.48	-26.68	-20.63	0.28	13.25	0.79
-19.61	9.85	-23.54	-21.42	0.28	13.50	0.77
-19.48	27.66	-35.07	-15.04	0.31	10.75	0.85
-19.42	31.52	-37.41	-15.73	0.34	9.00	0.87
-19.40	32.57	-36.27	-14.69	0.37	7.50	0.87
-19.38	25.34	-33.44	-15.82	0.31	11.00	0.84
-19.36	27.09	-36.76	-13.30	0.34	9.50	0.86
-19.15	38.34	-35.00	-15.94	0.37	7.75	0.87
-19.14	-0.58	-32.79	-16.73	0.49	3.75	0.79
-18.86	26.29	-34.11	-14.84	0.40	6.50	0.86
-18.82	10.08	-19.64	-21.83	0.28	13.75	0.75
-18.75	16.86	-33.90	-11.65	0.43	5.75	0.85
-18.64	0.60	-32.20	-14.30	0.49	4.00	0.81
-18.56	6.33	-28.39	-16.20	0.46	4.50	0.81
-18.53	26.21	-35.07	-12.54	0.40	6.75	0.87
-18.49	30.24	-31.98	-12.90	0.34	9.75	0.85
-18.46	24.64	-29.15	-18.69	0.31	11.25	0.82
-18.45	24.39	-35.45	-12.35	0.43	6.00	0.87
-18.43	9.75	-32.05	-13.34	0.46	4.75	0.83
-18.34	35.49	-33.24	-13.89	0.37	8.25	0.87
-18.32	17.13	-30.84	-15.51	0.31	11.50	0.81
-18.31	34.24	-35.23	-14.24	0.37	8.00	0.87
-17.99	28.36	-33.02	-13.65	0.40	7.00	0.85
-17.82	18.26	-29.50	-13.94	0.34	10.00	0.84
-17.70	8.93	-32.01	-13.37	0.46	5.00	0.84
-17.67	36.12	-33.91	-13.07	0.37	8.50	0.86
-17.63	26.09	-28.17	-13.66	0.34	10.25	0.85
-17.54	-16.13	-24.73	-14.49	0.61	1.75	0.75
-17.48	15.31	-26.21	-17.89	0.31	12.25	0.79
-17.44	18.03	-29.38	-13.57	0.34	10.50	0.83
-17.40	30.39	-34.47	-13.93	0.40	7.25	0.85
-17.39	24.71	-31.80	-12.47	0.37	9.00	0.85
-17.33	-8.60	-28.97	-12.43	0.55	2.50	0.75
-17.26	14.28	-25.11	-17.29	0.31	12.00	0.79
-17.23	17.66	-27.29	-17.06	0.31	11.75	0.80
-17.19	26.14	-32.74	-11.21	0.43	6.25	0.86
-17.17	29.89	-31.61	-12.98	0.37	8.75	0.86
-17.15	10.76	-23.97	-16.58	0.31	12.50	0.79
-17.14	14.56	-30.61	-12.76	0.46	5.25	0.83
-17.08	18.03	-25.14	-14.71	0.34	10.75	0.82
-17.06	11.01	-29.47	-14.50	0.49	4.25	0.81
-17.04	17.81	-27.89	-13.70	0.34	11.00	0.82
-16.90	2.70	-31.75	-11.57	0.52	3.50	0.80
-16.90	8.58	-28.37	-12.25	0.49	4.50	0.81
